Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;data;Chegadas
Ásia;5;China;40;Ceará;6;Aéreo;1;2023-10-31;8
Ásia;5;China;40;Ceará;6;Aéreo;1;2023-11-30;9
Ásia;5;China;40;Ceará;6;Aéreo;1;2023-12-31;3
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-03-31;2
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-06-30;0
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-07-31;0
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-08-31;18
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-09-30;4
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-10-31;0
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-11-30;1
Ásia;5;China, Hong Kong;41;Ceará;6;Aéreo;1;2023-12-31;0
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2023-02-28;3
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2023-06-30;0
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2023-08-31;1
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2023-09-30;9
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2023-10-31;0
Ásia;5;Cingapura;42;Ceará;6;Aéreo;1;2023-12-31;0
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-01-31;4
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-02-28;4
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-03-31;1
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-04-30;3
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-05-31;5
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-06-30;0
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-07-31;7
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-08-31;8
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-09-30;5
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-10-31;12
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-11-30;3
América do Sul;4;Colômbia;29;Ceará;6;Aéreo;1;2023-12-31;7
África;1;Outros países;11;Ceará;6;Aéreo;1;2023-06-30;1
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-02-28;1
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-05-31;2
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-06-30;0
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-07-31;0
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-08-31;0
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-09-30;0
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-10-31;1
América Central e Caribe;2;Costa Rica;12;Ceará;6;Aéreo;1;2023-12-31;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-01-31;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-02-28;3
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-03-31;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-04-30;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-05-31;0
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-06-30;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-07-31;1
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-08-31;2
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-09-30;4
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-10-31;6
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-11-30;6
Europa;6;Croácia;61;Ceará;6;Aéreo;1;2023-12-31;5
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-04-30;1
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-05-31;1
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-06-30;0
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-07-31;2
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-08-31;3
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-09-30;0
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-10-31;0
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-11-30;0
América Central e Caribe;2;Cuba;13;Ceará;6;Aéreo;1;2023-12-31;1
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-01-31;22
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-02-28;35
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-03-31;24
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-04-30;28
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-05-31;30
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-06-30;142
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-07-31;23
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-08-31;41
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-09-30;24
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-10-31;54
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-11-30;43
Europa;6;Dinamarca;62;Ceará;6;Aéreo;1;2023-12-31;67
África;1;Egito;4;Ceará;6;Aéreo;1;2023-06-30;0
África;1;Egito;4;Ceará;6;Aéreo;1;2023-07-31;0
África;1;Egito;4;Ceará;6;Aéreo;1;2023-08-31;0
África;1;Egito;4;Ceará;6;Aéreo;1;2023-09-30;0
África;1;Egito;4;Ceará;6;Aéreo;1;2023-11-30;0
África;1;Egito;4;Ceará;6;Aéreo;1;2023-12-31;0
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-01-31;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-02-28;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-03-31;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-04-30;0
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-05-31;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-06-30;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-07-31;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-08-31;1
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-10-31;4
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-11-30;0
América Central e Caribe;2;El Salvador;14;Ceará;6;Aéreo;1;2023-12-31;0
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-02-28;1
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-03-31;0
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-04-30;0
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-05-31;0
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-06-30;0
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-07-31;1
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-08-31;0
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-09-30;2
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-10-31;1
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-11-30;2
América do Sul;4;Equador;30;Ceará;6;Aéreo;1;2023-12-31;2
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-01-31;2
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-02-28;4
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-03-31;2
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-04-30;0
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-05-31;3
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-06-30;26
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-07-31;3
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-08-31;1
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-09-30;22
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-10-31;8
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-11-30;8
Europa;6;Eslováquia;63;Ceará;6;Aéreo;1;2023-12-31;9
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-01-31;17
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-02-28;15
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-03-31;7
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-04-30;24
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-05-31;3
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-06-30;1
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-07-31;1
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-08-31;3
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-09-30;3
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-10-31;78
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-11-30;75
Europa;6;Eslovênia;64;Ceará;6;Aéreo;1;2023-12-31;21
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-01-31;187
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-02-28;125
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-03-31;177
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-04-30;134
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-05-31;129
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-06-30;129
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-07-31;620
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-08-31;812
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-09-30;708
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-10-31;291
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-11-30;492
Europa;6;Espanha;65;Ceará;6;Aéreo;1;2023-12-31;234
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-01-31;151
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-02-28;298
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-03-31;298
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-04-30;448
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-05-31;384
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-06-30;976
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-07-31;840
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-08-31;891
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-09-30;675
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-10-31;504
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-11-30;445
América do Norte;3;Estados Unidos;24;Ceará;6;Aéreo;1;2023-12-31;569
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-01-31;2
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-02-28;2
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-04-30;0
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-05-31;0
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-06-30;0
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-07-31;5
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-08-31;6
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-09-30;0
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-10-31;0
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-11-30;3
Europa;6;Estônia;66;Ceará;6;Aéreo;1;2023-12-31;1
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-01-31;1
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-03-31;0
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-04-30;0
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-05-31;0
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-06-30;1
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-07-31;1
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-08-31;0
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-09-30;2
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-10-31;0
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-11-30;2
Ásia;5;Filipinas;43;Ceará;6;Aéreo;1;2023-12-31;1
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-01-31;19
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-02-28;14
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-03-31;14
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-04-30;3
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-05-31;27
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-06-30;42
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-07-31;4
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-08-31;3
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-09-30;2
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-10-31;12
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-11-30;20
Europa;6;Finlândia;67;Ceará;6;Aéreo;1;2023-12-31;25
Europa;6;França;68;Ceará;6;Aéreo;1;2023-01-31;579
Europa;6;França;68;Ceará;6;Aéreo;1;2023-02-28;793
Europa;6;França;68;Ceará;6;Aéreo;1;2023-03-31;281
Europa;6;França;68;Ceará;6;Aéreo;1;2023-04-30;463
Europa;6;França;68;Ceará;6;Aéreo;1;2023-05-31;281
Europa;6;França;68;Ceará;6;Aéreo;1;2023-06-30;447
Europa;6;França;68;Ceará;6;Aéreo;1;2023-07-31;1725
Europa;6;França;68;Ceará;6;Aéreo;1;2023-08-31;1895
Europa;6;França;68;Ceará;6;Aéreo;1;2023-09-30;833
Europa;6;França;68;Ceará;6;Aéreo;1;2023-10-31;1350
Europa;6;França;68;Ceará;6;Aéreo;1;2023-11-30;1682
Europa;6;França;68;Ceará;6;Aéreo;1;2023-12-31;1220
África;1;Gana;5;Ceará;6;Aéreo;1;2023-04-30;1
África;1;Gana;5;Ceará;6;Aéreo;1;2023-05-31;0
África;1;Gana;5;Ceará;6;Aéreo;1;2023-06-30;0
África;1;Gana;5;Ceará;6;Aéreo;1;2023-09-30;1
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-01-31;6
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-02-28;3
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-03-31;8
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-04-30;5
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-05-31;3
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-06-30;7
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-07-31;2
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-08-31;3
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-09-30;2
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-10-31;13
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-11-30;32
Europa;6;Grécia;69;Ceará;6;Aéreo;1;2023-12-31;9
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-02-28;1
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-03-31;3
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-06-30;0
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-07-31;0
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-08-31;0
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-09-30;2
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-10-31;1
América Central e Caribe;2;Guatemala;15;Ceará;6;Aéreo;1;2023-11-30;3
América do Sul;4;Guiana;31;Ceará;6;Aéreo;1;2023-06-30;0
América do Sul;4;Guiana;31;Ceará;6;Aéreo;1;2023-09-30;1
América do Sul;4;Guiana;31;Ceará;6;Aéreo;1;2023-10-31;0
América do Sul;4;Guiana;31;Ceará;6;Aéreo;1;2023-12-31;0
África;1;Outros países;11;Ceará;6;Aéreo;1;2023-01-31;5
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-04-30;0
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-06-30;2
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-07-31;0
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-09-30;0
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-10-31;1
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-11-30;0
América Central e Caribe;2;Haiti;16;Ceará;6;Aéreo;1;2023-12-31;0
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-01-31;228
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-02-28;181
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-03-31;152
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-04-30;120
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-05-31;88
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-06-30;96
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-07-31;468
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-08-31;210
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-09-30;320
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-10-31;548
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-11-30;669
Europa;6;Holanda;70;Ceará;6;Aéreo;1;2023-12-31;503
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-01-31;1
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-02-28;1
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-04-30;0
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-05-31;0
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-06-30;0
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-07-31;0
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-08-31;2
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-09-30;0
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-10-31;4
América Central e Caribe;2;Honduras;17;Ceará;6;Aéreo;1;2023-12-31;1
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-01-31;18
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-02-28;8
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-03-31;2
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-04-30;3
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-05-31;4
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-06-30;3
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-07-31;1
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-08-31;7
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-09-30;9
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-10-31;11
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-11-30;24
Europa;6;Hungria;71;Ceará;6;Aéreo;1;2023-12-31;20
Continente não especificado;8;Países não especificados;93;Ceará;6;Aéreo;1;2023-08-31;1
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-01-31;3
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-02-28;0
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-03-31;3
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-04-30;1
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-05-31;1
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-06-30;3
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-07-31;2
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-08-31;1
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-09-30;4
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-10-31;0
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-11-30;0
Ásia;5;Índia;44;Ceará;6;Aéreo;1;2023-12-31;2
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-04-30;1
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-05-31;0
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-06-30;0
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-07-31;0
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-09-30;1
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-10-31;0
Ásia;5;Indonésia;45;Ceará;6;Aéreo;1;2023-12-31;1
Ásia;5;Irã;46;Ceará;6;Aéreo;1;2023-07-31;1
Ásia;5;Irã;46;Ceará;6;Aéreo;1;2023-08-31;0
Ásia;5;Irã;46;Ceará;6;Aéreo;1;2023-09-30;1
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-01-31;19
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-02-28;22
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-03-31;20
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-04-30;7
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-05-31;7
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-06-30;14
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-07-31;26
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-08-31;11
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-09-30;17
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-10-31;23
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-11-30;71
Europa;6;Irlanda;72;Ceará;6;Aéreo;1;2023-12-31;52
Europa;6;Outros países;89;Ceará;6;Aéreo;1;2023-08-31;0
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-01-31;12
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-02-28;29
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-03-31;7
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-04-30;6
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-05-31;7
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-06-30;14
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-07-31;20
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-08-31;24
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-09-30;53
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-10-31;9
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-11-30;9
Ásia;5;Israel;47;Ceará;6;Aéreo;1;2023-12-31;10
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-01-31;839
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-02-28;487
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-03-31;432
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-04-30;575
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-05-31;531
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-06-30;1070
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-07-31;690
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-08-31;1785
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-09-30;561
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-10-31;620
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-11-30;958
Europa;6;Itália;73;Ceará;6;Aéreo;1;2023-12-31;1132
América Central e Caribe;2;Outros países;22;Ceará;6;Aéreo;1;2023-11-30;2
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-01-31;2
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-02-28;8
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-03-31;3
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-04-30;0
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-05-31;1
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-06-30;0
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-07-31;3
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-08-31;2
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-09-30;2
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-10-31;5
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-11-30;2
Ásia;5;Japão;48;Ceará;6;Aéreo;1;2023-12-31;3
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-01-31;2
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-02-28;5
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-03-31;1
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-04-30;0
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-05-31;0
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-06-30;3
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-08-31;2
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-09-30;14
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-10-31;5
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-11-30;15
Europa;6;Letônia;74;Ceará;6;Aéreo;1;2023-12-31;1
Ásia;5;Líbano;49;Ceará;6;Aéreo;1;2023-04-30;0
Ásia;5;Líbano;49;Ceará;6;Aéreo;1;2023-05-31;0
Ásia;5;Líbano;49;Ceará;6;Aéreo;1;2023-06-30;0
Ásia;5;Líbano;49;Ceará;6;Aéreo;1;2023-07-31;1
Ásia;5;Líbano;49;Ceará;6;Aéreo;1;2023-12-31;0
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-01-31;15
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-02-28;10
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-03-31;8
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-04-30;0
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-05-31;3
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-06-30;8
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-07-31;0
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-08-31;2
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-09-30;8
Europa;6;Lituânia;75;Ceará;6;Aéreo;1;2023-10-31;12
