Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;data;Chegadas
América do Sul;4;Peru;34;Acre;1;Aéreo;1;2023-11-30;0
Ásia;5;Outros países;56;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;12
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;10
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;3
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;7
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;3
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;3
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;5
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;12
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;12
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;71
Europa;6;Alemanha;57;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;11
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;564
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;474
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;520
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;536
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;387
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;255
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;478
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;377
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;481
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;659
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;513
América do Sul;4;Argentina;26;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;529
Oceania;7;Austrália;90;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;2
Oceania;7;Austrália;90;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;3
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;1
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;4
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;3
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;1
Europa;6;Áustria;58;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;0
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;3
Europa;6;Bélgica;59;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;3
América do Sul;4;Bolívia;27;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;2
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;0
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;1
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
África;1;Cabo Verde;3;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
América do Norte;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;0
América do Norte;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;1
América do Norte;3;Canadá;23;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;2
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;2
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;1
América do Sul;4;Chile;28;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;2
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;1
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
América do Sul;4;Colômbia;29;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;1
América Central e Caribe;2;Cuba;13;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;1
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;1
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;2
Europa;6;Dinamarca;62;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;5
África;1;Egito;4;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
América do Sul;4;Equador;30;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;2
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;0
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Eslováquia;63;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;1
Europa;6;Eslovênia;64;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;5
Europa;6;Eslovênia;64;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;0
Europa;6;Eslovênia;64;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;2
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;7
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;13
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;13
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;4
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;6
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;8
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;13
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;9
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;10
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;7
Europa;6;Espanha;65;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;9
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;1
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;0
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;3
América do Norte;3;Estados Unidos;24;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;5
Europa;6;Finlândia;67;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
Europa;6;Finlândia;67;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;0
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;9
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;19
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;8
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;17
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;5
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;6
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;15
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;2
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;3
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;3
Europa;6;França;68;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;12
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;1
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
Europa;6;Grécia;69;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
África;1;Outros países;11;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
África;1;Outros países;11;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;1
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;2
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;3
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;10
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;5
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;0
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;2
Europa;6;Holanda;70;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;3
América Central e Caribe;2;Honduras;17;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;1
Europa;6;Hungria;71;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;2
Europa;6;Hungria;71;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;2
Europa;6;Hungria;71;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;0
Ásia;5;Índia;44;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;1
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;1
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;1
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;3
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;0
Europa;6;Irlanda;72;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;5
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;2
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;1
Ásia;5;Israel;47;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;79
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;41
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;29
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;11
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;9
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;6
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;17
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;37
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;24
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;25
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;48
Europa;6;Itália;73;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;76
Ásia;5;Japão;48;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
Ásia;5;Japão;48;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;1
Ásia;5;Japão;48;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;1
Europa;6;Lituânia;75;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;0
Europa;6;Outros países;89;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;1
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
América do Norte;3;México;25;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;0
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;0
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;0
Europa;6;Noruega;77;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;2
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;1
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;1
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;0
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;5
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;2
América do Sul;4;Paraguai;33;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;1
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;0
América do Sul;4;Peru;34;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;2
Europa;6;Polônia;78;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;1
Europa;6;Polônia;78;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
Europa;6;Polônia;78;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;2
América Central e Caribe;2;Outros países;22;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;1
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;133
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;108
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;165
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;335
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;62
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;56
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;72
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;170
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;62
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;85
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;141
Europa;6;Portugal;79;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;741
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;3
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;3
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;2
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;4
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;0
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;1
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;3
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;9
Europa;6;Reino Unido;80;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;21
Ásia;5;República da Coreia;52;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;0
Europa;6;República Tcheca;81;Outras Unidades da Federação;99;Aéreo;1;2023-08-31;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
Europa;6;Romênia;82;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
Europa;6;Rússia;83;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;1
Europa;6;Sérvia;84;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;2
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;2
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
Europa;6;Suécia;85;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;3
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;5
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;9
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;2
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;4
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;1
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;1
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;4
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;14
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;4
Europa;6;Suíça;86;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;14
Ásia;5;Taiwan;55;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;0
Europa;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;0
Europa;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
Europa;6;Ucrânia;88;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;1
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-02-28;4
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;183
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;2
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;0
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-10-31;4
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-11-30;4
América do Sul;4;Uruguai;36;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;2
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-01-31;2
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-03-31;1
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-04-30;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-05-31;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-06-30;0
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-07-31;1
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-09-30;1
América do Sul;4;Venezuela;37;Outras Unidades da Federação;99;Aéreo;1;2023-12-31;0
América do Sul;4;Argentina;26;Amapá;3;Aéreo;1;2023-10-31;0
América do Sul;4;Chile;28;Amapá;3;Aéreo;1;2023-04-30;0
América do Sul;4;Colômbia;29;Amapá;3;Aéreo;1;2023-04-30;1
América do Sul;4;Colômbia;29;Amapá;3;Aéreo;1;2023-10-31;1
América do Norte;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023-09-30;1
América do Norte;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023-10-31;0
América do Norte;3;Estados Unidos;24;Amapá;3;Aéreo;1;2023-12-31;1
Europa;6;França;68;Amapá;3;Aéreo;1;2023-01-31;0
Europa;6;França;68;Amapá;3;Aéreo;1;2023-04-30;0
Europa;6;França;68;Amapá;3;Aéreo;1;2023-05-31;0
Europa;6;França;68;Amapá;3;Aéreo;1;2023-06-30;4
Europa;6;França;68;Amapá;3;Aéreo;1;2023-07-31;0
Europa;6;França;68;Amapá;3;Aéreo;1;2023-09-30;23
Europa;6;França;68;Amapá;3;Aéreo;1;2023-12-31;10
América do Sul;4;Guiana;31;Amapá;3;Aéreo;1;2023-09-30;1
Europa;6;Reino Unido;80;Amapá;3;Aéreo;1;2023-09-30;2
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-01-31;2
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-02-28;1
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-03-31;1
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-04-30;0
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-06-30;2
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-07-31;2
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-10-31;1
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-11-30;5
África;1;África do Sul;1;Amazonas;4;Aéreo;1;2023-12-31;0
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023-05-31;1
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023-06-30;0
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023-08-31;1
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-01-31;16
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-02-28;12
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-03-31;10
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-04-30;26
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-05-31;25
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-06-30;10
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-07-31;27
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-08-31;19
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-09-30;14
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-10-31;48
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-11-30;20
Europa;6;Alemanha;57;Amazonas;4;Aéreo;1;2023-12-31;24
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023-04-30;0
Europa;6;Outros países;89;Amazonas;4;Aéreo;1;2023-11-30;3
África;1;Angola;2;Amazonas;4;Aéreo;1;2023-08-31;0
Ásia;5;Arábia Saudita;38;Amazonas;4;Aéreo;1;2023-07-31;1
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-01-31;4
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-02-28;4
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-03-31;6
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-04-30;1
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-05-31;3
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-06-30;2
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-07-31;6
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-08-31;6
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-09-30;5
América do Sul;4;Argentina;26;Amazonas;4;Aéreo;1;2023-10-31;4
